$ paste ~/ista.a.txt ~/ista.b.txt | awk '{ print $1, $2, $4}'

desinvista	dˌezĩnvˈistɐ	dˌezĩnvˈistɐ
desista	dˌezˈistɐ	dˌezˈistɐ
desnortista	dˌeznoɾtʃˈistɐ	dˌeznoɾtʃˈistɐ
despesista	dˌespezˈistɐ	dˌespezˈistɐ
despista	dˌespˈistɐ	dˌespˈistɐ
desportista	dˌespoɾtʃˈistɐ	dˌespoɾtʃˈistɐ
desumanista	dˌezumɐnˈistɐ	dˌezumɐnˈistɐ
determinista	dˌeteɾminˈistɐ	dˌeteɾminˈistɐ
dialetologista	dʒˌialˌetoloʒˈistɐ	dʒˌialˌetoloʒˈistɐ
diarista	dʒˌiaɾˈistɐ	dʒˌiaɾˈistɐ
dicionarista	dʒˌisjonaɾˈistɐ	dʒˌisjonaɾˈistɐ
dietista	dʒˌietʃˈistɐ	daɪetʃˈistɐ
digressionista	dʒˌiɡɾesjonˈistɐ	dʒˌiɡɾesjonˈistɐ
dinamitista	dʒˌinɐmitʃˈistɐ	dʒˌinɐmitʃˈistɐ
direitista	dʒˌiɾeɪtʃˈistɐ	dʒˌiɾeɪtʃˈistɐ
discursista	dʒˌiskuɾsˈistɐ	dʒˌiskuɾsˈistɐ
divisionista	dʒˌivizjonˈistɐ	dʒˌivizjonˈistɐ
divorcista	dʒˌivoɾsˈistɐ	dʒˌivoɾsˈistɐ
docista	dˌosˈistɐ	dɔkˈistɐ
documentalista	dˌokumˌeɪntalˈistɐ	dˌokumˌeɪntalˈistɐ
documentarista	dˌokumˌeɪntaɾˈistɐ	dˌokumˌeɪntaɾˈistɐ
dogmatista	dˌoɡmatʃˈistɐ	dˌoɡmatʃˈistɐ
dogmatologista	dˌoɡmatˌoloʒˈistɐ	dˌoɡmatˌoloʒˈistɐ
dramatologista	dɾˌɐmatˌoloʒˈistɐ	dɾˌɐmatˌoloʒˈistɐ
droguista	dɾˌoɡˈistɐ	dɾˌoɡˈistɐ
dualista	dˌualˈistɐ	dˌualˈistɐ
duchista	dˌuʃˈistɐ	dˌuʃˈistɐ
duelista	dˌuelˈistɐ	dˌuelˈistɐ
duetista	dˌuetʃˈistɐ	dˌuetʃˈistɐ
ecologista	ˌekoloʒˈistɐ	ˌekoloʒˈistɐ
economicista	ˌekonˌomisˈistɐ	ˌekonˌomisˈistɐ
economista	ˌekonomˈistɐ	ˌekonomˈistɐ
editorialista	ˌedʒitˌoɾialˈistɐ	ˌedʒitˌoɾialˈistɐ
egiptologista	ˌeʒiptˌoloʒˈistɐ	ˌeʒiptˌoloʒˈistɐ
egocentrista	ˌeɡoseɪntɾˈistɐ	ˌeɡoseɪntɾˈistɐ
eleitoralista	ˌeleɪtˌoɾalˈistɐ	ˌeleɪtˌoɾalˈistɐ
eletricista	ˌeletɾisˈistɐ	ˌeletɾisˈistɐ
elitista	ˌelitʃˈistɐ	ˌelitʃˈistɐ
embriologista	ˌeɪmbɾiˌoloʒˈistɐ	ˌeɪmbɾiˌoloʒˈistɐ
empirista	ˌeɪmpiɾˈistɐ	ˌeɪmpiɾˈistɐ
enciclopedista	ˌeɪnsiklˌopedʒˈistɐ	ˌeɪnsiklˌopedʒˈistɐ
endocrinologista	ˌeɪndokɾˌinoloʒˈistɐ	ˌeɪndokɾˌinoloʒˈistɐ
enigmista	ˌeniɡmˈistɐ	ˌeniɡmˈistɐ
enquista	ˌeɪŋkˈistɐ	ˌeɪŋkˈistɐ
entomologista	ˌeɪntomˌoloʒˈistɐ	ˌeɪntomˌoloʒˈistɐ
entrevista	ˌeɪntɾevˈistɐ	ˌeɪntɾevˈistɐ
enxadrista	ˌeɪnʃadɾˈistɐ	ˌeɪnʃadɾˈistɐ
epicurista	ˌepikuɾˈistɐ	ˌepikuɾˈistɐ
epidemiologista	ˌepidˌemiˌoloʒˈistɐ	ˌepidˌemiˌoloʒˈistɐ
epigrafista	ˌepiɡɾafˈistɐ	ˌepiɡɾafˈistɐ
equidista	ˌekidʒˈistɐ	ˌekidʒˈistɐ
eqüidista	ˌekwidʒˈistɐ	ˌekwidʒˈistɐ
equilibrista	ˌekilibɾˈistɐ	ˌekilibɾˈistɐ
escafandrista	ˌeskafɐ̃ndɾˈistɐ	ˌeskafɐ̃ndɾˈistɐ
escravista	ˌeskɾavˈistɐ	ˌeskɾavˈistɐ
escutista	ˌeskutʃˈistɐ	ˌeskutʃˈistɐ
esgrimista	ˌezɡɾimˈistɐ	ˌezɡɾimˈistɐ
eslavista	ˌezlavˈistɐ	ˌezlavˈistɐ
especialista	ˌespesˌialˈistɐ	ˌespesˌialˈistɐ
espeleologista	ˌespelˌeoloʒˈistɐ	ˌespelˌeoloʒˈistɐ
esperantista	ˌespeɾɐ̃ntʃˈistɐ	ˌespeɾɐ̃ntʃˈistɐ
Espinozista	ˌespinozˈistɐ	ˌespinozˈistɐ
espiritista	ˌespiɾitʃˈistɐ	ˌespiɾitʃˈistɐ
espiritualista	ˌespiɾˌitualˈistɐ	ˌespiɾˌitualˈistɐ
esportista	ˌespoɾtʃˈistɐ	ˌespoɾtʃˈistɐ
esquerdista	ˌeskeɾdʒˈistɐ	ˌeskeɾdʒˈistɐ
